"","PROJECT_NUMBER","NEPA_NAME","REGION","NEPA_STATUS","INIT_DATE","DECISION_DATE","NEPA_TYPE","APPEALED","LITIGATED","ELAPSED_DAYS","DECISION_LEVEL","plan.date.min","plan.date.max","comp.date.min","comp.date.max","num.units.plan","num.units.comp","med.time.lag","th","hf","rf","tsi","completed","act.count","proj.dur.plan","proj.dur.comp","proj.delay","COMPLETED","INITIATED","max_date","max.delay","YP","size"
"93",8529,"Avery Fuels Reduction Project (HFRA)","1","Complete","1/5/05","9/17/07","EA","0","0",985,"Ranger District/Mgt Unit","2007-11-01","2010-10-30","2007-11-01","2010-10-30",1847,1536,0,0,0.944444444444444,0.0555555555555556,0,1,36,1095,1095,0,1,1,"2018-12-31",4078,2007,"large"
"94",48433,"Tower Fire Salvage and Reforestation Project","1","Complete","1/29/16","6/23/16","EA","0","1",146,"Ranger District/Mgt Unit","2016-01-01","2016-09-30","2016-07-08","2017-08-30",1730,1730,122,1,0,0,0,1,90,274,419,189,1,1,"2018-12-31",1095,2016,"large"
"95",46130,"Halfway Malin","1","Complete","1/7/15","1/11/18","EA","0","0",1100,"Ranger District/Mgt Unit","2018-11-15","2018-11-15",NA,NA,1287,1287,NA,0.526315789473684,0.473684210526316,0,0,0,38,1,NA,46,0,0,"2018-12-31",46,2018,"large"
"96",27536,"Coeur d Alene River Ranger District 2008/09 Pre-commercial Thinning/Pruning","1","Complete","1/18/08","11/20/08","CE","0","0",307,"Ranger District/Mgt Unit","2011-08-31","2011-08-31","2011-11-02","2011-11-02",16,16,63,0,0.5,0,0.5,1,2,1,1,63,1,1,"2018-12-31",2679,2011,"small"
"97",24966,"Precommercial Thinning and Pruning","1","Complete","11/1/07","4/17/08","CE","0","0",168,"Ranger District/Mgt Unit","2008-07-15","2018-07-01","2008-08-06",NA,3657,3439,63,0,0.422764227642276,0,0.577235772357724,0.934959349593496,123,3639,NA,22,0,1,"2018-12-31",3821,2008,"x-large"
"98",14072,"Jo-Cat Project","1","Complete","4/21/06","5/1/07","EA","0","0",375,"Ranger District/Mgt Unit","2007-09-26","2015-05-01","2009-10-20","2015-10-15",340,340,770,0.446808510638298,0.404255319148936,0.148936170212766,0,1,47,2775,2187,755,1,1,"2018-12-31",4114,2007,"medium"
"99",8835,"Tumbledown","1","Complete","12/11/05","4/6/09","EA","0","0",1212,"Ranger District/Mgt Unit","2007-09-28","2018-05-25","2013-07-26","2018-10-15",2152,2152,0,0.201438848920863,0.661870503597122,0.136690647482014,0,1,139,3893,1908,2128,1,1,"2018-12-31",4112,2007,"large"
"100",14005,"Palouse Divide Fuels Reduction [6]","1","Complete","1/6/05","4/29/06","CE","0","0",478,"Ranger District/Mgt Unit","2007-05-01","2009-10-26","2008-07-28","2009-10-26",74,74,454,0.333333333333333,0.666666666666667,0,0,1,6,910,456,454,1,1,"2018-12-31",4262,2007,"small"
"101",35051,"St. Joe 2012 Timber Stand Improvement Project","1","Complete","2/11/11","5/3/12","CE","0","0",447,"National Forest/Grassland","2011-07-01","2018-07-23","2012-08-02",NA,4719,4237,45,0,0.354838709677419,0,0.645161290322581,0.935483870967742,155,2580,NA,398,0,1,"2018-12-31",2740,2011,"x-large"
"102",19635,"Templeman HFRA","1","Complete","6/25/07","4/24/08","EA","0","0",304,"Ranger District/Mgt Unit","2008-08-22","2018-03-02","2013-01-15","2018-07-18",2746,2744,2354,0.461538461538462,0.461538461538462,0.0384615384615385,0.0384615384615385,1,26,3480,2011,1607,1,1,"2018-12-31",3783,2008,"x-large"
"103",23094,"Kaniksu Zone Juvenile Tree Thinning","1","Complete","1/4/08","4/17/08","CE","0","0",104,"Ranger District/Mgt Unit","2013-06-01","2013-06-01","2013-06-01","2013-06-01",36,36,0,0,0.5,0,0.5,1,2,1,1,0,1,1,"2018-12-31",2039,2013,"small"
"104",30000,"Lookout Ski Beetle","1","Complete","1/29/10","5/13/10","CE","0","0",104,"Ranger District/Mgt Unit","2010-08-04","2010-08-04","2010-09-25","2010-10-18",154,154,66.5,0.375,0.625,0,0,1,48,1,24,52,1,1,"2018-12-31",3071,2010,"small"
"105",21196,"Gold Crown HFRA Fuel Reduction Project","1","Complete","1/21/08","8/11/08","EA","0","0",203,"Ranger District/Mgt Unit","2008-09-30","2017-05-25","2012-02-01","2017-05-25",828,828,2525,0.370786516853933,0.584269662921348,0.0449438202247191,0,1,89,3160,1941,1219,1,1,"2018-12-31",3744,2008,"large"
"106",26829,"Rolling Hills Larch","1","Complete","11/25/08","5/12/09","EA","1","0",168,"Ranger District/Mgt Unit","2012-07-11","2018-11-01","2012-08-07",NA,1442.6,1392.6,1053,0.330434782608696,0.452173913043478,0,0.217391304347826,0.991304347826087,115,2305,NA,27,0,1,"2018-12-31",2364,2012,"large"
"107",7384,"Prichard Murray Fuels HFRA Project","1","Complete","8/22/05","11/7/07","EA","0","0",807,"National Forest/Grassland","2008-04-15","2018-05-30","2009-04-14",NA,2322,931,505,0.275641025641026,0.596153846153846,0.128205128205128,0,0.769230769230769,156,3698,NA,364,0,1,"2018-12-31",3912,2008,"large"
"108",31989,"Leonia","1","Complete","3/29/10","4/2/12","EA","1","0",735,"Ranger District/Mgt Unit","2012-11-27","2018-10-01","2017-02-01","2018-10-01",914,914,1586,0.470588235294118,0.529411764705882,0,0,1,17,2135,608,1527,1,1,"2018-12-31",2225,2012,"large"
"109",24567,"Fallen Bear","1","Complete","4/9/08","4/9/09","EA","0","0",365,"Ranger District/Mgt Unit","2009-09-29","2018-05-01","2010-09-10","2018-10-04",1098,948,1402,0.366197183098592,0.380281690140845,0.253521126760563,0,1,71,3137,2947,346,1,1,"2018-12-31",3380,2009,"large"
"110",49247,"Precommercial Thinning and Pruning 2016-2018","1","Complete","3/25/16","7/19/16","CE","0","0",116,"Ranger District/Mgt Unit","2017-01-01","2018-04-17","2018-07-09",NA,4166.4,4166.4,197,0,0.595744680851064,0,0.404255319148936,0.574468085106383,141,472,NA,554,0,1,"2018-12-31",729,2017,"x-large"
"111",42843,"Treasured Landscapes Recreation Projects","1","Complete","1/17/14","7/27/15","EA","0","0",556,"Ranger District/Mgt Unit","2017-05-08","2017-05-08","2017-05-08","2017-05-08",17,17,0,0,0,1,0,1,1,1,1,0,1,1,"2018-12-31",602,2017,"small"
"112",24057,"Heller-Cascade Landscape Burning Project","1","Complete","4/1/08","3/3/09","CE","0","0",336,"Ranger District/Mgt Unit","2009-09-14","2014-09-24","2009-10-07","2014-09-30",2380,2380,0,0,0.909090909090909,0.0909090909090909,0,1,11,1837,1820,23,1,1,"2018-12-31",3395,2009,"large"
"113",37600,"Windy Larch","1","Complete","12/5/11","4/4/13","CE","0","0",486,"Ranger District/Mgt Unit","2012-09-28","2013-09-28","2016-10-01","2016-10-01",33,33,1281.5,0,1,0,0,1,2,366,1,1464,1,1,"2018-12-31",2285,2012,"small"
"114",35473,"Lone Mountain Thin","1","Complete","4/28/11","7/13/11","CE","0","0",76,"Ranger District/Mgt Unit","2014-04-15","2014-04-15","2014-05-30","2014-05-30",140,140,45,0.5,0.5,0,0,1,2,1,1,45,1,1,"2018-12-31",1721,2014,"small"
"115",20531,"English Point Equestrian","1","Complete","2/17/07","5/16/07","CE","0","0",88,"Ranger District/Mgt Unit","2008-10-16","2008-10-16","2009-01-22","2009-01-22",357,357,98,0,1,0,0,1,1,1,1,98,1,1,"2018-12-31",3728,2008,"medium"
"116",45020,"Jasper Mountain","1","Complete","9/29/14","5/18/15","CE","0","0",231,"Ranger District/Mgt Unit","2016-05-31","2018-07-07","2016-07-01",NA,3413.8,3413.8,351,0.210884353741497,0.482993197278912,0,0.306122448979592,0.537414965986395,147,768,NA,31,0,1,"2018-12-31",944,2016,"x-large"
"117",13455,"Mason Thin","1","Complete","2/27/06","1/29/07","CE","0","0",336,"Ranger District/Mgt Unit","2007-08-29","2007-08-29","2009-05-13","2012-10-29",104,104,1882,0.5,0.5,0,0,1,28,1,1266,623,1,1,"2018-12-31",4142,2007,"small"
"118",34319,"Pre-commercial Thinning & Pruning","1","Complete","11/10/10","2/25/11","CE","0","0",107,"Ranger District/Mgt Unit","2011-08-31","2018-07-01","2011-09-20",NA,1511,1419,61,0,0.378378378378378,0,0.621621621621622,0.932432432432432,74,2497,NA,20,0,1,"2018-12-31",2679,2011,"large"
"119",33913,"Upper River Burning","1","Complete","12/17/10","7/11/11","CE","0","0",206,"Ranger District/Mgt Unit","2011-09-23","2018-09-28","2011-09-23",NA,12025.2,7647.3,0,0,1,0,0,0.617647058823529,170,2563,NA,0,0,1,"2018-12-31",2656,2011,"x-large"
"120",15090,"Stampede Thinning and Burning","1","Complete","2/24/06","4/27/07","CE","0","0",427,"Ranger District/Mgt Unit","2007-09-07","2014-05-30","2012-02-01","2014-10-16",305,258,987,0.166666666666667,0.75,0.0833333333333333,0,1,12,2458,989,1608,1,1,"2018-12-31",4133,2007,"medium"
"121",29812,"North Zone Roadside Salvage","1","Complete","9/17/09","5/15/12","EA","1","0",971,"Ranger District/Mgt Unit","2013-10-10","2016-09-30","2016-08-01",NA,426,426,1016,0.916666666666667,0.0833333333333333,0,0,0.916666666666667,12,1087,NA,1026,0,1,"2018-12-31",1908,2013,"medium"
"122",8520,"Bussel 484","1","Complete","4/25/05","5/21/08","EIS","1","1",1122,"Ranger District/Mgt Unit","2008-10-01","2008-10-01","2017-12-07",NA,77,77,3501,0.538461538461538,0.461538461538462,0,0,0.923076923076923,13,1,NA,3354,0,1,"2018-12-31",3743,2008,"small"
"123",25522,"Rutledge TSI","1","Complete","7/23/08","1/26/09","CE","0","0",187,"Ranger District/Mgt Unit","2009-07-15","2012-11-01","2011-01-01","2012-11-01",182,182,535,0.375,0.625,0,0,1,8,1206,671,535,1,1,"2018-12-31",3456,2009,"medium"
"124",44051,"Deer Creek","1","Complete","1/21/15","6/8/17","EA","0","0",869,"Ranger District/Mgt Unit","2018-01-01","2018-01-01","2018-05-22",NA,1961,1819,253,0.391891891891892,0.486486486486487,0,0.121621621621622,0.621621621621622,74,1,NA,141,0,1,"2018-12-31",364,2018,"large"
"125",14070,"Carpenter Thin","1","Complete","3/24/06","7/8/08","CE","0","0",837,"Ranger District/Mgt Unit","2008-10-14","2008-10-14","2009-08-17","2012-08-17",49,49,1403,1,0,0,0,1,5,1,1097,307,1,1,"2018-12-31",3730,2008,"small"
"126",24568,"Stateline Whitebark Pine Release","1","Complete","3/24/08","7/25/08","CE","0","0",123,"Ranger District/Mgt Unit","2008-07-21","2008-07-21","2008-09-12","2008-09-12",101,101,53,0,0,0,1,1,1,1,1,53,1,1,"2018-12-31",3815,2008,"small"
"127",14071,"Hoodoo-Ames Research Project","1","Complete","12/5/08","9/21/09","EA","0","0",290,"Ranger District/Mgt Unit","2010-07-20","2018-09-01","2014-10-15",NA,531,531,1820,0.507246376811594,0.318840579710145,0.173913043478261,0,0.768115942028985,69,2966,NA,1548,0,1,"2018-12-31",3086,2010,"medium"
"128",7972,"Myrtle Creek HFRA","1","Complete","5/31/05","8/22/07","EIS","0","0",813,"Ranger District/Mgt Unit","2007-08-12","2018-09-30","2007-12-20",NA,1646,1651,3460,0.357142857142857,0.547619047619048,0.0952380952380952,0,0.928571428571429,42,4068,NA,130,0,1,"2018-12-31",4159,2007,"large"
"129",29990,"Shoepack Thinning","1","Complete","2/12/10","6/18/10","CE","0","0",126,"Ranger District/Mgt Unit","2010-09-29","2011-08-11","2011-08-11","2011-08-11",94,94,0,0.333333333333333,0.666666666666667,0,0,1,3,317,1,316,1,1,"2018-12-31",3015,2010,"small"
"130",32708,"Priest River Experimental Forest (PREF) TSI Continuing Research","1","Complete","6/17/10","5/23/11","CE","0","0",340,"Ranger District/Mgt Unit","2011-09-21","2011-09-23","2012-09-30","2012-09-30",46,46,375,0,1,0,0,1,5,3,1,375,1,1,"2018-12-31",2658,2011,"small"
"131",37730,"Twenty Mile Creek","1","Complete","3/2/12","6/13/14","EA","0","0",833,"Ranger District/Mgt Unit","2014-01-01","2018-01-01","2015-03-31","2018-06-01",976,976,1308,0.44,0.48,0.08,0,1,50,1462,1159,454,1,1,"2018-12-31",1825,2014,"large"
"132",31498,"K and N Salvage","1","Complete","2/12/10","6/18/10","CE","0","0",126,"Ranger District/Mgt Unit","2010-09-23","2010-09-23","2011-09-11","2011-09-11",8,8,353,0,1,0,0,1,1,1,1,353,1,1,"2018-12-31",3021,2010,"small"
"133",29119,"East Fork Meadow Creek","1","Complete","5/29/09","5/23/11","EA","1","0",724,"Ranger District/Mgt Unit","2012-06-06","2018-10-15","2013-01-30",NA,2253,2253,794,0.452830188679245,0.528301886792453,0.0188679245283019,0,0.905660377358491,53,2323,NA,238,0,1,"2018-12-31",2399,2012,"large"
"134",43757,"Lookout Pass Ski Area Expansion EIS","1","Complete","4/4/14","5/11/17","EIS","0","0",1133,"National Forest/Grassland","2017-09-30","2018-10-01",NA,NA,20.7,10.4,NA,0.333333333333333,0.666666666666667,0,0,0,3,367,NA,457,0,0,"2018-12-31",457,2017,"small"
"135",6258,"Lakeview-Reeder HFRA Project","1","Complete","11/28/06","12/4/09","EIS","1","0",1102,"Ranger District/Mgt Unit","2010-05-04","2017-05-30","2013-02-01",NA,4459,4445,1051,0.424528301886792,0.490566037735849,0.0849056603773585,0,0.981132075471698,106,2584,NA,1004,0,1,"2018-12-31",3163,2010,"x-large"
"136",33536,"Charlie Preston","1","Complete","9/3/10","2/6/12","EA","1","0",521,"Ranger District/Mgt Unit","2012-08-13","2012-09-28","2013-04-01","2017-10-05",1298,1298,749,0.5,0.5,0,0,1,50,47,1649,231,1,1,"2018-12-31",2331,2012,"large"
"137",35039,"Green Slate","1","Complete","2/9/11","12/5/11","CE","1","0",299,"Ranger District/Mgt Unit","2012-10-03","2012-10-03","2015-10-01","2015-10-01",68,68,1093,0,1,0,0,1,4,1,1,1093,1,1,"2018-12-31",2280,2012,"small"
"138",29984,"One Boot Merry","1","Complete","2/12/10","6/18/10","CE","0","0",126,"Ranger District/Mgt Unit","2010-09-21","2010-09-21","2013-10-01","2013-10-01",44,44,1106,0.5,0.5,0,0,1,4,1,1,1106,1,1,"2018-12-31",3023,2010,"small"
"139",42483,"Bottom Canyon Project","1","Complete","10/10/14","8/11/15","EA","0","0",305,"Ranger District/Mgt Unit","2017-02-01","2018-09-20","2017-05-31",NA,1810.8,1810.8,119,0.502824858757062,0.497175141242938,0,0,0.389830508474576,177,597,NA,119,0,1,"2018-12-31",698,2017,"large"
"140",40488,"Beaver Creek","1","Complete","10/9/12","6/13/14","EIS","0","0",612,"Ranger District/Mgt Unit","2015-05-07","2017-11-14","2017-09-15",NA,2094.6,2094.6,862,0.492537313432836,0.507462686567164,0,0,0.597014925373134,134,923,NA,862,0,1,"2018-12-31",1334,2015,"large"
"141",30628,"Wallace South Hill","1","Complete","6/8/05","10/29/09","EA","0","0",1604,"Ranger District/Mgt Unit","2010-09-20","2013-04-25","2012-10-31","2013-06-15",69,69,772,0.333333333333333,0.333333333333333,0.333333333333333,0,1,6,949,228,772,1,1,"2018-12-31",3024,2010,"small"
"142",22696,"Callis Fire Salvage","1","Complete","11/7/07","4/17/08","CE","0","0",162,"Ranger District/Mgt Unit","2008-08-21","2009-03-12","2008-10-17","2009-06-10",16,16,73.5,0.5,0,0.5,0,1,2,204,237,57,1,1,"2018-12-31",3784,2008,"small"
"143",7354,"Blue Alder HFRA Fuels Project","1","Complete","12/3/07","2/23/09","EA","0","0",448,"Ranger District/Mgt Unit","2008-09-18","2018-09-17","2009-07-27",NA,4463.4,3916.4,38,0.221818181818182,0.509090909090909,0.265454545454545,0.00363636363636364,0.84,275,3652,NA,312,0,1,"2018-12-31",3756,2008,"x-large"
"144",39620,"Avista Burke A & B Transmission Line Reconstruction","1","Complete","6/13/12","7/23/12","CE","0","0",40,"Ranger District/Mgt Unit","2016-09-26","2016-09-26",NA,NA,56,56,NA,0.5,0.5,0,0,0,2,1,NA,826,0,0,"2018-12-31",826,2016,"small"
"145",48332,"Marble Fire Salvage","1","Complete","1/12/16","5/6/16","CE","0","0",115,"Ranger District/Mgt Unit","2016-08-01","2017-03-18","2017-10-28","2018-10-01",297,296,453,0.333333333333333,0.333333333333333,0.333333333333333,0,1,12,230,339,453,1,1,"2018-12-31",882,2016,"medium"
"146",48585,"Grizzly Fire Salvage and Restoration","1","Complete","1/29/16","6/30/16","EA","0","1",153,"Ranger District/Mgt Unit","2016-07-28","2018-09-26","2016-10-15",NA,2757.1,2757.1,396,0.662420382165605,0.00636942675159236,0.331210191082803,0,0.923566878980892,157,791,NA,79,0,1,"2018-12-31",886,2016,"x-large"
"147",30074,"Fern Hardy HFRA Project","1","Complete","3/30/10","8/5/11","EA","0","1",493,"Ranger District/Mgt Unit","2011-09-27","2017-11-01","2011-09-27",NA,912.6,912.6,1812,0.428571428571429,0.571428571428571,0,0,0.956043956043956,91,2228,NA,0,0,1,"2018-12-31",2652,2011,"large"
"148",30038,"Rochat Creek Shrubfield Burning","1","Complete","11/19/09","8/19/10","CE","0","0",273,"Ranger District/Mgt Unit","2013-04-01","2013-04-01","2013-04-01","2013-04-01",103.2,103.2,0,0,1,0,0,1,1,1,1,0,1,1,"2018-12-31",2100,2013,"small"
"149",27045,"Timber Stand Improvement","1","Complete","12/4/08","4/20/09","CE","0","0",137,"Ranger District/Mgt Unit","2009-07-01","2018-06-01","2009-07-01",NA,7126,7034,28,0,0.48377581120944,0,0.51622418879056,0.814159292035398,339,3258,NA,0,0,1,"2018-12-31",3470,2009,"x-large"
"150",40091,"Quartz Beetle","1","Complete","10/26/12","4/23/13","CE","0","0",179,"Ranger District/Mgt Unit","2012-09-28","2012-09-28","2016-09-02","2016-09-08",130,130,1438,0.5,0.5,0,0,1,4,1,7,1435,1,1,"2018-12-31",2285,2012,"small"
"151",19633,"Twin Skin HFRA","1","Complete","9/10/07","5/30/08","EA","0","0",263,"Ranger District/Mgt Unit","2008-06-30","2017-11-03","2011-03-01","2017-11-03",2606,2599.1,118,0.196261682242991,0.672897196261682,0.0934579439252336,0.0373831775700935,1,107,3414,2440,974,1,1,"2018-12-31",3836,2008,"large"
"152",51279,"South Mullan project","1","Complete","2/8/17","6/9/17","CE","0","0",121,"Ranger District/Mgt Unit","2018-02-01","2018-02-01",NA,NA,25,0,NA,0,1,0,0,0,1,1,NA,333,0,0,"2018-12-31",333,2018,"small"
"153",13464,"Deerfoot EA","1","Complete","5/30/07","4/30/08","EA","1","0",336,"Ranger District/Mgt Unit","2010-09-15","2018-06-01","2013-07-11",NA,3080.4,2495.4,154,0.206521739130435,0.445652173913043,0.347826086956522,0,0.891304347826087,92,2817,NA,1030,0,1,"2018-12-31",3029,2010,"x-large"
"154",34428,"Moose Drool","1","Complete","6/4/11","5/11/12","EA","0","0",342,"Ranger District/Mgt Unit","2014-06-01","2015-09-01","2014-09-01","2015-10-16",44,44,92,0.5,0,0.5,0,1,6,458,411,92,1,1,"2018-12-31",1674,2014,"small"
"155",9338,"South Grouse HFRA Fuels Reduction Project (21)","1","Complete","2/15/05","12/6/06","EA","0","0",659,"Ranger District/Mgt Unit","2007-05-19","2018-06-07","2008-10-17","2018-10-23",1577,1577,139.5,0.218181818181818,0.709090909090909,0.0727272727272727,0,1,110,4038,3659,517,1,1,"2018-12-31",4244,2007,"large"
"156",43232,"North Zone TSI","1","Complete","2/11/14","5/22/14","CE","0","0",100,"Ranger District/Mgt Unit","2017-01-01","2017-01-01","2017-08-15","2017-08-15",60,60,226,0,0.5,0,0.5,1,2,1,1,226,1,1,"2018-12-31",729,2017,"small"
"157",40768,"Kreist Creek","1","Complete","4/19/13","7/14/14","EA","0","0",451,"Ranger District/Mgt Unit","2014-01-01","2018-10-28","2016-02-01","2018-10-30",2606,2606,991,0.456140350877193,0.47953216374269,0.064327485380117,0,1,171,1762,1003,761,1,1,"2018-12-31",1825,2014,"large"
"158",15629,"South Copper Down CE/DM (19)","1","Complete","3/28/06","10/10/06","CE","0","0",196,"Ranger District/Mgt Unit","2007-05-15","2007-05-15","2007-08-27","2007-09-24",180,180,112,0.5,0.5,0,0,1,38,1,29,104,1,1,"2018-12-31",4248,2007,"medium"
"159",37009,"Lower Priest","1","Complete","2/22/12","3/14/13","EA","1","0",386,"Ranger District/Mgt Unit","2013-09-30","2018-05-30","2015-08-30","2018-08-01",2108,2108,1234,0.467741935483871,0.467741935483871,0.0645161290322581,0,1,62,1704,1068,699,1,1,"2018-12-31",1918,2013,"large"
"160",7423,"Red Beauty HFRA Project","1","Complete","10/14/10","8/30/12","EA","0","0",686,"Ranger District/Mgt Unit","2013-08-27","2018-10-26","2013-08-27",NA,1463.6,1463.6,1114,0.504424778761062,0.398230088495575,0.0973451327433628,0,0.929203539823009,113,1887,NA,0,0,1,"2018-12-31",1952,2013,"large"
"161",42169,"St. Joe 2014 Timber Stand Improvement Project","1","Complete","8/2/13","2/18/14","CE","0","0",200,"National Forest/Grassland","2013-07-01","2018-06-01","2013-07-30","2018-07-27",1897,1866,72,0,0.302325581395349,0,0.697674418604651,1,86,1797,1824,29,1,1,"2018-12-31",2009,2013,"large"
"162",48804,"St. Joe Divide","1","Complete","2/23/16","11/27/17","CE","0","0",643,"Ranger District/Mgt Unit","2018-05-01","2018-10-16","2018-05-04","2018-10-16",2627,2627,0,0,1,0,0,1,7,169,166,3,1,1,"2018-12-31",244,2018,"large"
"163",27978,"2009 Precommercial Thinning & Pruning","1","Complete","4/13/09","7/13/09","CE","0","0",91,"Ranger District/Mgt Unit","2010-03-16","2018-01-01","2010-07-29",NA,2255,2255,140,0,0.314285714285714,0,0.685714285714286,0.885714285714286,70,2849,NA,135,0,1,"2018-12-31",3212,2010,"large"
"164",22697,"Capital Dudley Salvage","1","Complete","11/5/07","3/14/08","CE","0","0",130,"Ranger District/Mgt Unit","2011-09-29","2011-09-29","2013-07-22","2013-07-22",191,191,662,1,0,0,0,1,9,1,1,662,1,1,"2018-12-31",2650,2011,"medium"
"165",15096,"Black Mountain Rd Maintenance","1","Complete","2/6/06","4/8/08","CE","0","0",792,"Ranger District/Mgt Unit","2008-12-31","2008-12-31","2012-09-01","2012-09-01",317,317,1340,1,0,0,0,1,1,1,1,1340,1,1,"2018-12-31",3652,2008,"medium"
"166",18407,"Pocket Gopher Control","1","Complete","6/4/07","1/24/08","CE","0","0",234,"Ranger District/Mgt Unit","2009-05-26","2009-05-26","2009-05-28","2009-05-28",5,5,2,0,0,1,0,1,1,1,1,2,1,1,"2018-12-31",3506,2009,"small"
"167",40554,"Larch Gold","1","Complete","10/26/12","5/20/13","CE","0","0",206,"Ranger District/Mgt Unit","2012-09-12","2012-09-12","2015-11-01","2015-11-04",124,124,1146.5,0.5,0.5,0,0,1,4,1,4,1145,1,1,"2018-12-31",2301,2012,"small"
"168",37833,"Central Zone 2012/2013 Pre-commercial Thinning and Pruning Project","1","Complete","3/1/12","6/14/12","CE","0","0",105,"Ranger District/Mgt Unit","2013-01-01","2018-05-20","2013-07-26",NA,3433,3361,272,0,0.162162162162162,0,0.837837837837838,0.981981981981982,111,1966,NA,206,0,1,"2018-12-31",2190,2013,"x-large"
